Canton;Type of holder;Vehicle group / type;Fuel;TIME_PERIOD;OBS_VALUE
Solothurn;Natural person;Passenger car;Battery electric vehicle (BEV);2021;1560
Solothurn;Natural person;Passenger car;Battery electric vehicle (BEV);2020;889
Solothurn;Natural person;Passenger car;Battery electric vehicle (BEV);2019;555
Solothurn;Natural person;Passenger car;Battery electric vehicle (BEV);2018;304
Basel-Landschaft;Natural person;Passenger car;Gas (mono- and bi-fuel);2016;341
Basel-Landschaft;Natural person;Passenger car;Gas (mono- and bi-fuel);2025;314
Basel-Landschaft;Natural person;Passenger car;Gas (mono- and bi-fuel);2024;326
Basel-Landschaft;Natural person;Passenger car;Gas (mono- and bi-fuel);2023;333
Basel-Landschaft;Natural person;Passenger car;Gas (mono- and bi-fuel);2022;358
Basel-Landschaft;Natural person;Passenger car;Gas (mono- and bi-fuel);2021;354
Basel-Landschaft;Natural person;Passenger car;Gas (mono- and bi-fuel);2020;367
Basel-Landschaft;Natural person;Passenger car;Gas (mono- and bi-fuel);2019;353
Basel-Landschaft;Natural person;Passenger car;Gas (mono- and bi-fuel);2018;344
Schaffhausen;Natural person;Passenger car;Battery electric vehicle (BEV);2016;54
Schaffhausen;Natural person;Passenger car;Battery electric vehicle (BEV);2025;1694
Schaffhausen;Natural person;Passenger car;Battery electric vehicle (BEV);2024;1298
Schaffhausen;Natural person;Passenger car;Battery electric vehicle (BEV);2023;977
Schaffhausen;Natural person;Passenger car;Battery electric vehicle (BEV);2022;757
Schaffhausen;Natural person;Passenger car;Battery electric vehicle (BEV);2021;467
Schaffhausen;Natural person;Passenger car;Battery electric vehicle (BEV);2020;283
Schaffhausen;Natural person;Passenger car;Battery electric vehicle (BEV);2019;177
Schaffhausen;Natural person;Passenger car;Battery electric vehicle (BEV);2018;110
Solothurn;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2024;1408
Solothurn;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2023;1095
Solothurn;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2022;672
Solothurn;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2021;524
Solothurn;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2020;331
Solothurn;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2019;198
Solothurn;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2018;166
Solothurn;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2017;131
Solothurn;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2016;123
Zug;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2021;2
Zug;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2025;2
Zug;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2024;1
Zug;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2023;2
St. Gallen;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2023;2955
St. Gallen;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2022;2329
St. Gallen;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2021;1549
St. Gallen;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2020;856
St. Gallen;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2019;533
St. Gallen;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2018;394
St. Gallen;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2017;259
St. Gallen;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2016;156
St. Gallen;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2025;4749
Geneva;Natural person;Passenger car;Other;2016;192
Geneva;Natural person;Passenger car;Other;2025;122
Geneva;Natural person;Passenger car;Other;2024;140
Geneva;Natural person;Passenger car;Other;2023;147
Geneva;Natural person;Passenger car;Other;2022;152
Geneva;Natural person;Passenger car;Other;2021;159
Geneva;Natural person;Passenger car;Other;2020;166
Geneva;Natural person;Passenger car;Other;2019;175
Geneva;Natural person;Passenger car;Other;2018;180
Appenzell Innerrhoden;Legal entity;Passenger car;Battery electric vehicle (BEV);2024;875
Appenzell Innerrhoden;Legal entity;Passenger car;Battery electric vehicle (BEV);2023;789
Appenzell Innerrhoden;Legal entity;Passenger car;Battery electric vehicle (BEV);2022;161
Appenzell Innerrhoden;Legal entity;Passenger car;Battery electric vehicle (BEV);2021;205
Appenzell Innerrhoden;Legal entity;Passenger car;Battery electric vehicle (BEV);2020;43
Appenzell Innerrhoden;Legal entity;Passenger car;Battery electric vehicle (BEV);2019;39
Appenzell Innerrhoden;Legal entity;Passenger car;Battery electric vehicle (BEV);2018;34
Appenzell Innerrhoden;Legal entity;Passenger car;Battery electric vehicle (BEV);2017;20
Appenzell Innerrhoden;Legal entity;Passenger car;Battery electric vehicle (BEV);2016;14
Ticino;Legal entity;Passenger car;Battery electric vehicle (BEV);2024;2040
Ticino;Legal entity;Passenger car;Battery electric vehicle (BEV);2023;1619
Ticino;Legal entity;Passenger car;Battery electric vehicle (BEV);2022;1111
Ticino;Legal entity;Passenger car;Battery electric vehicle (BEV);2021;833
Ticino;Legal entity;Passenger car;Battery electric vehicle (BEV);2020;508
Ticino;Legal entity;Passenger car;Battery electric vehicle (BEV);2019;310
Ticino;Legal entity;Passenger car;Battery electric vehicle (BEV);2018;224
Ticino;Legal entity;Passenger car;Battery electric vehicle (BEV);2017;169
Ticino;Legal entity;Passenger car;Battery electric vehicle (BEV);2016;139
Fribourg;Natural person;Passenger car;Petrol: conventional;2024;118217
Fribourg;Natural person;Passenger car;Petrol: conventional;2023;119652
Fribourg;Natural person;Passenger car;Petrol: conventional;2022;120285
Fribourg;Natural person;Passenger car;Petrol: conventional;2021;122045
Fribourg;Natural person;Passenger car;Petrol: conventional;2020;122785
Fribourg;Natural person;Passenger car;Petrol: conventional;2019;117919
Fribourg;Natural person;Passenger car;Petrol: conventional;2018;122253
Fribourg;Natural person;Passenger car;Petrol: conventional;2017;121666
Fribourg;Natural person;Passenger car;Petrol: conventional;2016;120017
Basel-Landschaft;Natural person;Passenger car;Petrol: conventional;2018;94535
Basel-Landschaft;Natural person;Passenger car;Petrol: conventional;2017;95055
Basel-Landschaft;Natural person;Passenger car;Petrol: conventional;2016;95391
Basel-Landschaft;Natural person;Passenger car;Petrol: conventional;2025;85610
Basel-Landschaft;Natural person;Passenger car;Petrol: conventional;2024;87662
Basel-Landschaft;Natural person;Passenger car;Petrol: conventional;2023;89559
Basel-Landschaft;Natural person;Passenger car;Petrol: conventional;2022;91040
Basel-Landschaft;Natural person;Passenger car;Petrol: conventional;2021;92680
Basel-Landschaft;Natural person;Passenger car;Petrol: conventional;2020;93899
Geneva;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2025;4518
Neuchâtel;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2025;1105
Nidwalden;Legal entity;Passenger car;Petrol: conventional;2025;1750
Aargau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2025;205
Vaud;Legal entity;Passenger car;Other;2025;15
St. Gallen;Natural person;Passenger car;Other;2025;139
Thurgau;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2025;9403
Nidwalden;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2025;17
Neuchâtel;Natural person;Passenger car;Battery electric vehicle (BEV);2025;2787
Schwyz;Legal entity;Passenger car;Battery electric vehicle (BEV);2025;1554
Glarus;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2023;866
Solothurn;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2020;1
Fribourg;Legal entity;Passenger car;Other;2025;2
Lucerne;Natural person;Passenger car;Petrol: conventional;2025;120181
Zurich;Natural person;Passenger car;Battery electric vehicle (BEV);2025;34169
Aargau;Legal entity;Passenger car;Petrol: conventional;2025;18500
Zurich;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2025;11594
Basel-Stadt;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2025;29
Valais;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2017;1
Ticino;Legal entity;Passenger car;Other;2025;5
Obwalden;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2025;1
Obwalden;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2025;115
Aargau;Legal entity;Passenger car;Diesel: conventional;2025;16217
Basel-Stadt;Natural person;Passenger car;Gas (mono- and bi-fuel);2025;145
No data/unknown;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2023;2
No data/unknown;Legal entity;Passenger car;Battery electric vehicle (BEV);2024;3
Geneva;Natural person;Passenger car;Battery electric vehicle (BEV);2025;5193
Solothurn;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2025;23
Fribourg;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2022;2
Obwalden;Natural person;Passenger car;Other;2025;21
Valais;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2025;27
No data/unknown;Natural person;Passenger car;Other;2023;4
Basel-Stadt;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2025;506
Aargau;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2019;1
Aargau;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2025;4296
Geneva;Natural person;Passenger car;Gas (mono- and bi-fuel);2017;143
Zurich;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2025;5012
Schaffhausen;Natural person;Passenger car;Petrol: conventional;2025;28112
Basel-Stadt;Natural person;Passenger car;Battery electric vehicle (BEV);2025;1719
Graubünden;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2025;659
Graubünden;Legal entity;Passenger car;Petrol: conventional;2025;6717
Neuchâtel;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2023;1197
Schwyz;Legal entity;Passenger car;Gas (mono- and bi-fuel);2025;43
Jura;Natural person;Passenger car;Petrol: conventional;2025;28275
Schaffhausen;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2025;763
Bern;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2025;7030
Nidwalden;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2024;1
No data/unknown;Legal entity;Passenger car;Gas (mono- and bi-fuel);2023;3
Obwalden;Legal entity;Passenger car;Diesel: conventional;2025;1286
Vaud;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2020;4
Basel-Landschaft;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2025;694
Zug;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2025;1264
Basel-Landschaft;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2025;2180
Uri;Natural person;Passenger car;Petrol: conventional;2025;11026
Basel-Stadt;Legal entity;Passenger car;Fuel cell electric vehicle (FCEV);2022;2
Obwalden;Legal entity;Passenger car;Petrol: conventional;2025;1180
Bern;Natural person;Passenger car;Diesel: conventional;2025;116023
Bern;Natural person;Passenger car;Petrol: conventional;2025;304164
Jura;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2025;882
Nidwalden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2025;285
Jura;Natural person;Passenger car;Diesel: conventional;2025;7256
Graubünden;Legal entity;Passenger car;Diesel: conventional;2025;7535
Neuchâtel;Natural person;Passenger car;Gas (mono- and bi-fuel);2025;95
Appenzell Innerrhoden;Natural person;Passenger car;Petrol: conventional;2025;5409
St. Gallen;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2025;5
Glarus;Legal entity;Passenger car;Petrol: conventional;2025;1368
Schaffhausen;Natural person;Passenger car;Diesel: conventional;2025;11552
Zug;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2025;4938
Graubünden;Legal entity;Passenger car;Battery electric vehicle (BEV);2025;1956
Thurgau;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2025;74
Aargau;Natural person;Passenger car;Petrol: hybrid electric vehicle (HEV);2025;26222
Zurich;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2025;155
Aargau;Natural person;Passenger car;Other;2025;200
Jura;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2025;435
Lucerne;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): petrol;2025;3702
Vaud;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2017;7
Nidwalden;Natural person;Passenger car;Other;2017;33
Schwyz;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2023;1
St. Gallen;Natural person;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2025;110
Appenzell Innerrhoden;Natural person;Passenger car;Diesel: conventional;2025;2517
Zug;Legal entity;Passenger car;Petrol: conventional;2025;7744
Fribourg;Natural person;Passenger car;Gas (mono- and bi-fuel);2017;192
St. Gallen;Legal entity;Passenger car;Petrol: conventional;2025;14166
Graubünden;Natural person;Passenger car;Diesel: hybrid electric vehicle (HEV);2025;1177
Geneva;Natural person;Passenger car;Diesel: conventional;2025;30613
Geneva;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2025;42
Schaffhausen;Legal entity;Passenger car;Petrol: hybrid electric vehicle (HEV);2025;621
Appenzell Ausserrhoden;Legal entity;Passenger car;Battery electric vehicle (BEV);2025;386
No data/unknown;Natural person;Passenger car;Fuel cell electric vehicle (FCEV);2024;1
Aargau;Legal entity;Passenger car;Battery electric vehicle (BEV);2025;5672
Solothurn;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2023;545
Valais;Legal entity;Passenger car;Diesel: hybrid electric vehicle (HEV);2017;18
Appenzell Innerrhoden;Natural person;Passenger car;Other;2017;4
Neuchâtel;Natural person;Passenger car;Petrol: conventional;2025;58953
Fribourg;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2017;5
Uri;Natural person;Passenger car;Other;2025;4
Basel-Landschaft;Legal entity;Passenger car;Plug-in hybrid electric vehicle (PHEV): diesel;2025;31
St. Gallen;Legal entity;Passenger car;Gas (mono- and bi-fuel);2025;150
